key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract
5547,"Sunburns and Sun-Protective Behaviors after a Diagnosis of Melanoma","Lai, Y.C. and Yew, Y.W.","Skinmed","15409740","16","","379-383","2018","",NA,"Exposure to ultraviolet light is a recognized modifiable risk factor for melanoma. Melanoma patients were more likely to practice sun-protective behaviors after their diagnosis. But it is not known how long these sun-protective behaviors will sustain. We aim to evaluate if sun-protective behaviors and likelihood of recent sunburn differ according to time elapsed since the melanoma diagnosis using the U.S. National Health and Nutrition Examination Survey (NHANES) database. Data in the NHANES cycle years 2003-2006 and 2010-2012 were analyzed. The relationship of sun-protective behaviors and likelihood of sunburns with the time since a melanoma diagnosis was evaluated and also adjusted for possible confounding factors such as age, gender, and skin reaction to the sun. A total of 34 participants with previous melanoma provided responses to their current sun-protective behaviors and recent occurrence of sunburns. The control group consisted of 13,871 participants who never had any diagnoses of malignancies. The control and the non-recent diagnosis groups were more likely to have sunburns but less likely to engage in consistent sun-protective behaviors compared to the recent diagnosis group. A multivariate regression model showed a 1.17 increased odds of having a recent sunburn for each additional year elapsed since a melanoma diagnosis ( p = 0.046). In our study, those with a melanoma diagnosis in the non-recent past were more likely to have sunburns and less likely to sun protect. More can definitely be done to educate and cultivate sun-protective behaviors among the U.S. population."
5548,"Metagenomic Approaches for Understanding New Concepts in Microbial Science","Alves, L.D.F. and Westmann, C.A. and Lovate, G.L. and De Siqueira, G.M.V. and Borelli, T.C. and Guazzaroni, M.-E.","International Journal of Genomics","2314436X","2018","",NA,"2018","","10.1155/2018/2312987","Over the past thirty years, since the dawn of metagenomic studies, a completely new (micro) universe was revealed, with the potential to have profound impacts on many aspects of the society. Remarkably, the study of human microbiome provided a new perspective on a myriad of human traits previously regarded as solely (epi-) genetically encoded, such as disease susceptibility, immunological response, and social and nutritional behaviors. In this context, metagenomics has established a powerful framework for understanding the intricate connections between human societies and microbial communities, ultimately allowing for the optimization of both human health and productivity. Thus, we have shifted from the old concept of microbes as harmful organisms to a broader panorama, in which the signal of the relationship between humans and microbes is flexible and directly dependent on our own decisions and practices. In parallel, metagenomics has also been playing a major role in the prospection of ""hidden"" genetic features and the development of biotechnological applications, through the discovery of novel genes, enzymes, pathways, and bioactive molecules with completely new or improved biochemical functions. Therefore, this review highlights the major milestones over the last three decades of metagenomics, providing insights into both its potentialities and current challenges.  2018 Luana de Ftima Alves et al."
5549,"Worms make risky choices too: The effect of starvation on foraging in the common earthworm (lumbricus terrestris)","Sandhu, P. and Shura, O. and Murray, R.L. and Guy, C.","Canadian Journal of Zoology","00084301","96","","1278-1283","2018","","10.1139/cjz-2018-0006","Species should avoid risks to protect accumulated fitness. However, when faced with starvation, organisms may accept risks to enhance future reproductive opportunities. We investigated the effect of starvation on risk-taking behaviour in the common earthworm (Lumbricus terrestris Linnaeus, 1758). Lumbricus terrestris are negatively phototactic annelids that feed on decaying plant matter at the soil surface. Feeding in high-light conditions is a potentially riskier choice, given the threats of visual predators and desiccation. We predicted that starvation in L. terrestris would increase risk-taking behaviour and decrease time taken (latency) to make choices. We manipulated the starvation level of L. terrestris individuals (nonstarved, half-starved, and fully starved) and presented them with a binary foraging choice. Lumbricus terrestris could choose either a low-food and dark condition (low-risk condition) or a high-food and light condition (high-risk condition). We found that starved individuals selected the high-risk condition more often than nonstarved individuals. Starved individuals also had a decreased latency to first choice. Risk-taking did not scale with level of starvation; there was no difference in foraging choice and latency between half-and fully starved individuals. Our results indicate that L. terrestris makes state-dependent foraging choices, providing insight into the importance of fundamental life-history trade-offs in this understudied species.  2018, Canadian Science Publishing. All rights reserved."
5550,"Eating Behaviors and Weight Development in Obesity-Prone Children and the Importance of the Research of Albert J. Stunkard","Kral, T.V.","Current obesity reports","21624968","5","","126-131","2016","","10.1007/s13679-016-0200-4","Albert J. Stunkard, MD, was an internationally recognized leader and pioneer in the field of obesity and eating disorders research. He was also among the first scientists to study eating phenotypes and early life risk factors for childhood obesity at a time when childhood obesity prevalence rates were still comparatively low. The aim of this review is to highlight select findings from the work of Albert J. Stunkard which significantly advanced our understanding of eating traits of children with a different familial predisposition to obesity and genetic and environmental influences on weight outcomes. Collectively, Stunkard's early work on childhood obesity had a significant impact on the field of ingestive behavior and obesity research in that he was one of the first investigators who pointed to genetic influences underlying behavioral eating traits and child weight status. His work also inspired numerous subsequent investigations on the relative contributions of specific genes (e.g., polymorphisms in the fat mass and obesity-associated (FTO) gene) on individual differences in child eating traits (e.g., satiety responsiveness, eating in the absence of hunger) and body weight."
5551,"Changing phenotype and disease behaviour of chronic pancreatitis in India: Evidence for gene-environment interactions","Garg, P.K. and Narayana, D.","Global Health, Epidemiology and Genomics","20544200","1","",NA,"2016","","10.1017/gheg.2016.13","Background The idiopathic variety of chronic pancreatitis (CP) in India particularly in Kerala state was earlier called 'tropical pancreatitis' with peculiar features: Early age of onset, severe malnutrition, diabetes and poor prognosis. A change in disease phenotype and behaviour has been observed recently. Objective To review the changing profile of CP in India and examine its relationship with environmental influences and socio-economic development. Methods Relevant studies on CP in India were reviewed along with social and economic parameters in Kerala over the past 4 decades. Results There has been a definite change in the phenotype of CP in India with onset in mid twenties, better nutritional status, and a much better prognosis compared with the reports in 1970s. Genetic susceptibility due to genetic mutations particularly in SPINK1, CFTR, CTRC, and CLDN2/MORC4 genes is the most important factor and not malnutrition or dietary toxins for idiopathic CP suggesting the term 'tropical pancreatitis' is a misnomer. We observed a close relationship between socio-economic development and rising income in Kerala with late onset of disease, nutritional status, and better prognosis of CP. Conclusion Changing profile of CP in India and better understanding of risk factors provide evidence for gene-environmental interactions in its pathobiology.  The Author(s) 2016."
5552,"Systematic review of sedentary behaviour and health indicators in school-aged children and youth","Tremblay, Mark S. and LeBlanc, Allana G. and Kho, Michelle E. and Saunders, Travis J. and Larouche, Richard and Colley, Rachel C. and Goldfield, Gary and Gorber, Sarah Connor","INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY","1479-5868","8","",NA,"2011","","10.1186/1479-5868-8-98","Accumulating evidence suggests that, independent of physical activity levels, sedentary behaviours are associated with increased risk of cardio-metabolic disease, all-cause mortality, and a variety of physiological and psychological problems. Therefore, the purpose of this systematic review is to determine the relationship between sedentary behaviour and health indicators in school-aged children and youth aged 5-17 years. Online databases (MEDLINE, EMBASE and PsycINFO), personal libraries and government documents were searched for relevant studies examining time spent engaging in sedentary behaviours and six specific health indicators (body composition, fitness, metabolic syndrome and cardiovascular disease, self-esteem, pro-social behaviour and academic achievement). 232 studies including 983,840 participants met inclusion criteria and were included in the review. Television (TV) watching was the most common measure of sedentary behaviour and body composition was the most common outcome measure. Qualitative analysis of all studies revealed a dose-response relation between increased sedentary behaviour and unfavourable health outcomes. Watching TV for more than 2 hours per day was associated with unfavourable body composition, decreased fitness, lowered scores for self-esteem and pro-social behaviour and decreased academic achievement. Meta-analysis was completed for randomized controlled studies that aimed to reduce sedentary time and reported change in body mass index (BMI) as their primary outcome. In this regard, a meta-analysis revealed an overall significant effect of -0.81 (95\% CI of -1.44 to -0.17, p = 0.01) indicating an overall decrease in mean BMI associated with the interventions. There is a large body of evidence from all study designs which suggests that decreasing any type of sedentary time is associated with lower health risk in youth aged 5-17 years. In particular, the evidence suggests that daily TV viewing in excess of 2 hours is associated with reduced physical and psychosocial health, and that lowering sedentary time leads to reductions in BMI."
5553,"Chemical and mechanical signals in inducing Phormidium (Cyanobacteria) defence against their grazers","Fialkowska, Edyta and Pajdak-Stos, Agnieszka","FEMS MICROBIOLOGY ECOLOGY","0168-6496","89","","659-669","2014","","10.1111/1574-6941.12367","The nature of stimuli evoking cyanobacterium defence was investigated in experiments on Phormidium sp. strain able to defend itself against ciliate grazers. Limited dispersion of trichomes in reaction to Pseudomicrothorax dubius separated from cyanobacterium with a mesh insert indicates the existence of a chemical cue originating from the ciliates. Grazers released into the wells where trichomes' dispersion was already limited by the cue initially had no difficulty finding food, but started to starve 24h later. Similar situation was observed in control wells. Direct observations of trichomes attacked by the ciliates showed a distinct difference between the trichomes previously subjected to mesh-separated ciliate and the control ones. The former withdrew more frequently into a rigid sheath, whereas the latter usually withdrew into elastic tubes. This suggests that both chemical and mechanical stimuli are necessary to express cyanobacterium defence to the fullest extent. Further investigations showed that ciliates specialised in ingesting filamentous Cyanobacteria limit trichomes' dispersion, whereas filter-feeding Euplotes and Cyanobacteria-feeding rotifer do not. The cyanobacterium can detect grazer presence even without direct contact and modify its morphology in a way enabling full expression of defence reaction. This is the first report on ciliate-cyanobacterium chemical mediation."
5554,"Interspecific variation in the relationship between clutch size, laying date and intensity of urbanization in four species of hole-nesting birds","Vaugoyeau, Marie and Adriaensen, Frank and Artemyev, Alexandr and Banbura, Jerzy and Barba, Emilio and Biard, Clotilde and Blondel, Jacques and Bouslama, Zihad and Bouvier, Jean-Charles and Camprodon, Jordi and Cecere, Francesco and Charmantier, Anne and Charter, Motti and Cichon, Mariusz and Cusimano, Camillo and Czeszczewik, Dorota and Demeyrier, Virginie and Doligez, Blandine and Doutrelant, Claire and Dubiec, Anna and Eens, Marcel and Eeva, Tapio and Faivre, Bruno and Ferns, Peter N. and Forsman, Jukka T. and Garcia-del-Rey, Eduardo and Goldshtein, Aya and Goodenough, Anne E. and Gosler, Andrew G. and Gregoire, Arnaud and Gustafsson, Lars and Harnist, Iga and Hartley, Ian R. and Heeb, Philipp and Hinsley, Shelley A. and Isenmann, Paul and Jacob, Staffan and Juskaitis, Rimvydas and Korpimaki, Erkki and Krams, Indrikis and Laaksonen, Toni and Lambrechts, Marcel M. and Leclercq, Bernard and Lehikoinen, Esa and Loukola, Olli and Lundberg, Arne and Mainwaring, Mark C. and Mand, Raivo and Massa, Bruno and Mazgajski, Tomasz D. and Merino, Santiago and Mitrus, Cezary and Monkkonen, Mikko and Morin, Xavier and Nager, Ruedi G. and Nilsson, Jan-Ake and Nilsson, Sven G. and Norte, Ana C. and Orell, Markku and Perret, Philippe and Perrins, Christopher M. and Pimentel, Carla S. and Pinxten, Rianne and Richner, Heinz and Robles, Hugo and Rytkonen, Seppo and Carlos Senar, Juan and Seppanen, Janne T. and da Silva, Luis Pascoal and Slagsvold, Tore and Solonen, Tapio and Sorace, Alberto and Stenning, Martyn J. and Tryjanowski, Piotr and von Numers, Mikael and Walankiewicz, Wieslaw and Moller, Anders Pape","ECOLOGY AND EVOLUTION","2045-7758","6","","5907-5920","2016","","10.1002/ece3.2335","The increase in size of human populations in urban and agricultural areas has resulted in considerable habitat conversion globally. Such anthropogenic areas have specific environmental characteristics, which influence the physiology, life history, and population dynamics of plants and animals. For example, the date of bud burst is advanced in urban compared to nearby natural areas. In some birds, breeding success is determined by synchrony between timing of breeding and peak food abundance. Pertinently, caterpillars are an important food source for the nestlings of many bird species, and their abundance is influenced by environmental factors such as temperature and date of bud burst. Higher temperatures and advanced date of bud burst in urban areas could advance peak caterpillar abundance and thus affect breeding phenology of birds. In order to test whether laying date advance and clutch sizes decrease with the intensity of urbanization, we analyzed the timing of breeding and clutch size in relation to intensity of urbanization as a measure of human impact in 199 nest box plots across Europe, North Africa, and the Middle East (i.e., the Western Palearctic) for four species of hole-nesters: blue tits (Cyanistes caeruleus), great tits (Parus major), collared flycatchers (Ficedula albicollis), and pied flycatchers (Ficedula hypoleuca). Meanwhile, we estimated the intensity of urbanization as the density of buildings surrounding study plots measured on orthophotographs. For the four study species, the intensity of urbanization was not correlated with laying date. Clutch size in blue and great tits does not seem affected by the intensity of urbanization, while in collared and pied flycatchers it decreased with increasing intensity of urbanization. This is the first large-scale study showing a species-specific major correlation between intensity of urbanization and the ecology of breeding. The underlying mechanisms for the relationships between life history and urbanization remain to be determined. We propose that effects of food abundance or quality, temperature, noise, pollution, or disturbance by humans may on their own or in combination affect laying date and/or clutch size."
5555,"Chemical Cues that Guide Female Reproduction in Drosophila melanogaster","Billeter, Jean-Christophe and Wolfner, Mariana F.","JOURNAL OF CHEMICAL ECOLOGY","0098-0331","44","","750-769","2018","","10.1007/s10886-018-0947-z","Chemicals released into the environment by food, predators and conspecifics play critical roles in Drosophila reproduction. Females and males live in an environment full of smells, whose molecules communicate to them the availability of food, potential mates, competitors or predators. Volatile chemicals derived from fruit, yeast growing on the fruit, and flies already present on the fruit attract Drosophila, concentrating flies at food sites, where they will also mate. Species-specific cuticular hydrocarbons displayed on female Drosophila as they mature are sensed by males and act as pheromones to stimulate mating by conspecific males and inhibit heterospecific mating. The pheromonal profile of a female is also responsive to her nutritional environment, providing an honest signal of her fertility potential. After mating, cuticular and semen hydrocarbons transferred by the male change the female's chemical profile. These molecules make the female less attractive to other males, thus protecting her mate's sperm investment. Females have evolved the capacity to counteract this inhibition by ejecting the semen hydrocarbon (along with the rest of the remaining ejaculate) a few hours after mating. Although this ejection can temporarily restore the female's attractiveness, shortly thereafter another male pheromone, a seminal peptide, decreases the female's propensity to re-mate, thus continuing to protect the male's investment. Females use olfaction and taste sensing to select optimal egg-laying sites, integrating cues for the availability of food for her offspring, and the presence of other flies and of harmful species. We argue that taking into account evolutionary considerations such as sexual conflict, and the ecological conditions in which flies live, is helpful in understanding the role of highly species-specific pheromones and blends thereof, as well as an individual's response to the chemical cues in its environment."
5556,"The relationship of head morphology and diet among three sympatric watersnake species","Perkins, Micah W. and Eason, Perri K.","AMPHIBIA-REPTILIA","0173-5373","40","","65-77","2019","","10.1163/15685381-20181042","Investigating dietary resource utilization and head morphology of gape-limited predators can provide a basis for understanding interspecific competition and species coexistence. For sympatric species, convergence of head morphology can indicate similar prey or foraging strategies while divergence can suggest competition, resource partitioning or expansion into new habitats. Sexual dimorphism can further complicate the head morphology-diet relationship by potentially reducing intraspecific competition. To understand the relationship between head morphology and diet, we studied three sympatric species, the plain-bellied (Nerodia erythrogaster), diamondback (N. rhombifer), and northern (N. sipedon) watersnakes in western Kentucky. All three species inhabit similar wetlands and feed on amphibians and fishes. The anurophagous plain-bellied watersnakes had longer, narrower heads that likely allow snakes to capture anuran metamorphs and froglets while facilitating movement through dense vegetation. The piscivorous diamondback watersnake had a wider head, which would enhance contact with prey in this open-mouth forager, and smaller interocular distance, resulting in dorsally placed eyes that facilitate seeing fish prey from below. The mostly piscivorous northern watersnake had an intermediate, generalized head shape, which may reflect the typically wide diet range of this species. Head shape did not differ between snake sexes but diamondback and northern females had larger heads than males and fed more frequently on fishes. The relationship between head morphology and diet highlights potential interspecific and intersexual competition and aids in the understanding of species coexistence patterns."
5557,"New opportunities in animal breeding due to increasing digitization","Reents, R.","ZUCHTUNGSKUNDE","0044-5401","91","","25-34","2019","",NA,"Dairy cattle breeding has accumulated a valuable data set used for management and breeding. This led to highly reliable breeding values for progeny tested bulls. Due to international collaboration and standardization through organisations like Interbull and ICAR, individual bull breeding values have been used across borders to enhance the genetic gain. This standardized data has also been used to generate large reference populations for genomic evaluations, which is used in modern breeding programs to shorten the generation interval and thus to increase genetic progress. New developments in sensor technology have the potential to replace former costly data collection systems. Furthermore, phenotypes on new traits can be collected cost-efficiently on large amounts of animals and used for genetic improvement of these traits that could not be addressed so far. Examples are body condition, feed intake, feed conversion, and many behaviour traits. First analyses show that data from many on-farm sensors are not yet as accurate as data from laboratory analyses, but technological progress of data calibration is expected. Together with the high amount of repeated measures, heritabilities might increase."
5558,"Environmental variability, the value of information, and learning in winter residents","Morand-Ferron, J. and Hermer, E. and Jones, T. B. and Thompson, M. J.","ANIMAL BEHAVIOUR","0003-3472","147","","137-145","2019","","10.1016/j.anbehav.2018.09.008","Cognitive processes related to the collection, storage and use of information (e.g. learning, memory) contribute to reducing uncertainty about the environment and can thus be key to survival and reproduction. However, information processing is rarely cost-free, and thus cognitive adaptations are expected to be fined-tuned to prevailing ecological and social conditions. Models and laboratory experiments underline the importance of environmental variability in determining the value of information; however, we still know very little on the link between environmental variability and cognitive abilities in wild populations. Here we outline a series of studies in which we assessed information use and learning in conspecifics living along two ecological gradients that impact variability of the food supply: elevation and urbanization. While low- and high-elevation great tits, Parus major, were found to differ in accuracy in a reversal learning task, the difference was in the direction opposite to our prediction, with low-elevation birds outperforming their high-elevation counterparts. Furthermore, we found no relationship between urbanization and spatial memory accuracy in black-capped chickadees, Poecile atricapillus, despite urban habitats being known to harbour more stable food supplies during the winter and, thus, potentially providing lower incentive to invest in food hoarding and spatial memory. However, as predicted, chickadees in urban habitats explored a new environment faster and seemed to rely less heavily on social information about novel food patches compared to forest chickadees. Our results point to the need to better link predictive models with experienced fluctuations in food availability for individual foragers and to take into account social as well as ecological variables that can impact the value of information and may covary along natural gradients of harshness. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
5559,"Effectiveness of interventions aimed at improving dietary behaviours among people at higher risk of or with chronic non-communicable diseases: an overview of systematic reviews","Browne, Sarah and Minozzi, Silvia and Bellisario, Cristina and Sweeney, Mary Rose and Susta, Davide","EUROPEAN JOURNAL OF CLINICAL NUTRITION","0954-3007","73","","9-23","2019","","10.1038/s41430-018-0327-3","Programmes that promote dietary behaviour change for the prevention of chronic disease must include components that are rooted in best practice and associated with effectiveness. The purpose of this overview of systematic reviews was to examine the characteristics and dietary behaviour change outcomes of nutrition interventions among populations with or at risk of non-communicable chronic diseases. Systematic reviews of randomised controlled trials (RCTs) testing dietary behaviour change interventions published between January 2006 and November 2015 were identified via searches in Cochrane Library, PubMed, EMBASE and PsycINFO. Quality of reviews were appraised using AMSTAR. Dietary behaviour change and intervention details were extracted and systematically summarised. Fifteen articles met the inclusion criteria. Dietary behaviour changes in response to nutrition interventions were significant in over half of interventions. Reducing dietary fat and increasing fruits and vegetables were the most common behaviour changes. The characteristics of nutrition interventions and their relationship to effectiveness for dietary behaviour change among chronic disease or at-risk populations were reported inconsistently. However, associative evidence exists to support more frequent contacts and the use of specific behaviour change techniques. No clear relationships were found between effectiveness and intervention setting, mode of delivery or intervention provider, although some population-specific relationships were identified. Interventions that promote long-term maintenance of dietary behaviour changes are lacking in the literature. This comprehensive umbrella review identifies specific characteristics of interventions that are associated with effectiveness in interventions that promote dietary behaviour change among different at-risk populations. In order to maximise outcomes, public health, health promotion and healthcare organisations should consider these results in order to inform the development and improvement of nutrition programmes."
5560,"Metabolic adjustment enhances food web stability","Quevreux, Pierre and Brose, Ulrich","OIKOS","0030-1299","128","","54-63","2019","","10.1111/oik.05422","Understanding ecosystem stability is one of the greatest challenges of ecology. Over several decades, it has been shown that allometric scaling of biological rates and feeding interactions provide stability to complex food web models. Moreover, introducing adaptive responses of organisms to environmental changes (e.g. like adaptive foraging that enables organisms to adapt their diets depending on resources abundance) improved species persistence in food webs. Here, we introduce the concept of metabolic adjustment, i.e. the ability of species to slow down their metabolic rates when facing starvation and to increase it in time of plenty. We study the reactions of such a model to nutrient enrichment and the adjustment speed of metabolic rates. We found that increasing nutrient enrichment leads to a paradox of enrichment (increase in biomasses and oscillation amplitudes and ultimately extinction of species) but metabolic adjustment stabilises the system by dampening the oscillations. Metabolic adjustment also increases the average biomass of the top predator in a tri-trophic food chain. In complex food webs, metabolic adjustment has a stabilising effect as it promotes species survival by creating a large diversity of metabolic rates. However, this stabilising effect is mitigated in enriched ecosystems. Phenotypic plasticity of organisms must be considered in food web models to better understand the response of organisms to their environment. As metabolic rate is central in describing biological rates, we must pay attention to its variations to fully understand the population dynamics of natural communities."
5561,"One health behavior or many health-related behaviors?","Havigerova, Jana Marie and Dosedlova, Jaroslava and Buresova, Iva","PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT","1179-1578","12","","23-30","2019","","10.2147/PRBM.S173692","Objective: Of the many existing health models, models of health behavior are considered optimal for research and application as they focus on concrete forms of behavior that support, maintain, or undermine one's health, and they accentuate the individual as the initiator of this behavior. Research in this area follows a broad range of concrete partial manifestations of health behavior. Is it necessary to differentiate between various types of health behavior or could these partial manifestations be combined under one common scale? Methods: Data acquisition tool: Health-Related Behavior Scale (HRBS, 42 items). Data processing methods: principal component analysis (the internal structure of HRBS), confirmatory factor analysis (the latent factor structure of four tested models). Sample: N=1,664 adult respondents. Results: The HRBS described ten areas of health-related behavior (ten extracted factors). All tested models of latent structure showed almost identical mathematical and statistical values of the model. Conclusion: Health-related behavior includes a set of partial behaviors (behavior related to nutrition, addictive substances, movement, and physical exercises). An unambiguous latent factor structure has not been revealed. An open question remains whether there is one latent factor behind all health-related behaviors or whether there are multiple latent factors. The use of one or the other model should be deduced from the underlying theory and research objectives. To find a reliable model of health behavior, it is necessary to include moderators and mediators such as personality, attitude, or economic status."
5562,"Proximate mechanisms underlying the rapid modification of phenotypic traits in cane toads (Rhinella marina) across their invasive range within Australia","Stuart, Katarina C. and Shine, Richard and Brown, Gregory P.","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","0024-4066","126","","68-79","2019","","10.1093/biolinnean/bly150","Biological invasions often involve rapid modification of phenotypic traits. This is presumably in response to the novel pressures to which an invader is exposed, but the proximate basis for those changes remains unclear. Phenotypic changes may be generated by environmental factors (E), genetic factors (G) or the interaction between these two processes (GxE). To explore this issue, we obtained eight clutches of the cane toad (Rhinella marina) from three regions across its range of invasion within Australia, and raised the offspring under standard conditions (diet and/or exercise level manipulations) to clarify the proximate underpinnings of geographical divergence in phenotypic traits. Our results demonstrate that phenotypic variation among Australian cane toad populations is affected by genetics and environment, and an interaction between these two processes. Some traits (e.g. sprint distance) differed among populations, suggesting a heritable basis. Other traits (e.g. relative heart mass) were affected by experimental treatments but not by population. Intriguingly, other traits (e.g. body length) were affected by interactions between population of origin and experimental treatments. The relative importance of G, E and G x E differs among traits, but all three mechanisms have contributed to the rapid phenotypic divergence observed across the Australian range of invasive cane toads."
5563,"Population-level effects of wind farms on a desert lizard","Keehn, Jade E. and Shoemaker, Kevin T. and Feldman, Chris R.","JOURNAL OF WILDLIFE MANAGEMENT","0022-541X","83","","145-157","2019","","10.1002/jwmg.21565","Renewable forms of energy production can have major societal benefits including reduced carbon pollution and decreased dependence on fossil fuels but are not without associated costs. For example, habitat degradation at renewable energy production sites may affect the persistence of wildlife populations. We assessed the effects of wind farms in the San Gorgonio Wind Resource Area near Palm Springs, California, 2013-2015, on local populations of the side-blotched lizard (Uta stansburiana). The side-blotched lizard is a common and ubiquitous desert reptile that is a major consumer of invertebrates and, in turn, represents a key prey base for many avian, reptilian, and mammalian predators. We used spatially explicit capture-recapture methods to compare a comprehensive set of population-level vital signs (i.e., abundance, population growth rate, survival, recruitment, body condition, age structure, activity area size, movement rates) among populations at 4 wind farms and at 5 reference areas. Although our models indicate that wind facilities have a weak negative effect on side-blotched lizard survival, our overall results suggest that wind farms do not substantially influence the demography or behavior of these small lizards. Population response to general anthropogenic disturbance (quantified as an index of road type and density) was more pronounced, with lower population growth rates, adult-skewed age structure, and reduced body condition at highly disturbed wind farm and reference sites. We therefore conclude that wind-power facilities can support healthy populations of side-blotched lizards, indicating that wind energy development is compatible with a native Mojave Desert species. However, our results show that anthropogenic disturbance, as measured by the type and density of roadways, has a negative effect on lizard populations, and should be carefully planned whether associated with energy development or not. Our study demonstrates a methodological approach that can be applied to other species, including those with lower tolerances to disturbance, to measure their response to renewable energy development. (c) 2018 The Wildlife Society."
5564,"ZENK expression in the auditory pathway of black-capped chickadees (Poecile atricapillus) as a function of D note number and duty cycle of chick-a-dee calls","Scully, Erin N. and Schuldhaus, Brenna C. and Congdon, Jenna V. and Hahn, Allison H. and Campbell, Kimberley A. and Wilson, David R. and Sturdy, Christopher B.","BEHAVIOURAL BRAIN RESEARCH","0166-4328","356","","490-494","2019","","10.1016/j.bbr.2018.06.006","Black-capped chickadees (Poecile atricapillus) use their namesake chick-a-dee call for multiple functions, altering the features of the call depending on context. For example, duty cycle (the proportion of time filled by vocalizations) and fine structure traits (e.g., number of D notes) can encode contextual factors, such as predator size and food quality. Wilson and Mennill (2011) found that chickadees show stronger behavioral responses to playback of chick-a-dee calls with higher duty cycles, but not to the number of D notes. That is, independent of the number of D notes in a call, but dependent on the overall proportion of time filled with vocalization, birds responded more to higher duty cycle playback compared to lower duty cycle playback. Here we presented chickadees with chick-a-dee calls that contained either two D (referred to hereafter as 2 D) notes with a low duty cycle, 2 D notes with a high duty cycle, 10 D notes with a high duty cycle, or 2 D notes with a high duty cycle but played in reverse (a non-signaling control). We then measured ZENK expression in the auditory nuclei where perceptual discrimination is thought to occur. Based on the behavioral results of Wilson and Mennill, 2011, we predicted we would observe the highest ZENK expression in response to forward-playing calls with high duty cycles; we predicted we would observe no significant difference in ZENK expression between forward-playing high duty cycle playbacks (2 D or 10 D). We found no significant difference between forward-playing 2 D and 10 D high duty cycle playbacks. However, contrary to our predictions, we did not find any effects of altering the duty cycle or note number presented."
5565,"A comparison of stable and fluctuating resources with respect to evolutionary adaptation and life-history traits using individual-based modeling and machine learning","Scott, Ryan and MacPherson, Brian and Gras, Robin","JOURNAL OF THEORETICAL BIOLOGY","0022-5193","459","","52-66","2018","","10.1016/j.jtbi.2018.09.019","There are three non-mutually-exclusive key strategies evolved by gene pools to cope with fluctuating food resource availability, including evolutionary adaptation, phenotypic plasticity, and migration. We focus primarily on evolutionary adaptation and behavioral plasticity, which is a type of phenotypic plasticity, resulting in life-history changes as ways of dealing with fluctuations in food resource availability. Using EcoSim, a predator-prey individual-based model, we compare individuals with stable food resources with those in environments where there are fluctuating food resources in terms of adaptation through behavioral plasticity and evolution. The purpose of our study is to determine whether evolution and behavioral plasticity truly play a role in adapting to an environment with fluctuating food resources, as well as to determine whether there are specific gene divergences between gene pools in fluctuating. food resource environments versus gene pools where food resources are relatively stable. An important result of our study is that individuals in environments that are unstable with respect to food resource availability exhibited significant differences in behaviors versus those in environments with stable food resources. Although behavioral plasticity facilitates a rapid response to unstable food conditions, our study revealed the evolution of perceptual traits such as vision range in reaction to fluctuating food resources, indicating the importance of evolution in adapting to unstable resource environments in the long run. Moreover, using decision trees, we found that there were significant behavioral gene divergences between individuals in environments with fluctuating food resources as opposed to individuals in environments with stable food resources. (C) 2018 Elsevier Ltd. All rights reserved."
5566,"Combined effects of thermal conditions and food availability on thermal tolerance of the marine bivalve, Perna viridis","Cheng, Martin C. F. and Sara, Gianluca and Williams, Gray A.","JOURNAL OF THERMAL BIOLOGY","0306-4565","78","","270-276","2018","","10.1016/j.jtherbio.2018.10.014","Organisms can mitigate the effects of long term variation in environmental conditions through acclimation, which involves changes in various physiological responses. To elucidate the possible effects of temperature and food concentrations on acclimation capacity, physiological responses of the mussel, Perna viridis, were measured after individuals were held for six weeks under varying temperatures and food availability. Warm-acclimated mussels experiencing higher food levels had significantly greater upper thermal limits than those maintained on lower food levels. In contrast, the upper thermal limits of cold-acclimated mussels were not affected by food levels. For warm-acclimated mussels, differences in upper thermal limits were likely due to rapid depletion of energy storage as predicted by Dynamic Energy Budget model simulations for P. viridis exposed to lower food levels. Clearance rates of cold-acclimated mussels were significantly lower than warm-acclimated mussels, regardless of food availability. The impacts of lower food acquisition on energy storage, however, could be compensated by lower metabolic rates of the cold-acclimated mussels. The availability and the ability to acquire food are not, therefore, the main drivers differentiating between the upper thermal tolerances of cold- and warm-acclimated mussels, but these differences are driven by the past thermal history the mussels experienced. The temperature tolerance range of P. viridis showed a positive shift to tolerate higher temperatures after acclimation. Such flexibility in thermal tolerance implies P. viridis has high capacity to acclimate to novel environments, which will enhance its future success given its commercial importance as an aquaculture species."
